
"Source: Whip Media CVMi.  Movies only. Lionsgate, Universal Pictures, Warner Bros. Pictures, 20th Century Studios, Netflix, Columbia Pictures, Paramount Pictures, New Line Cinema, A24, MGM, Focus Features, Sony Pictures Classics, Screen Gems, Amazon MGM Studios, STX Entertainment, United Artists Pictures, Relativity Media, Searchlight Pictures, Neon, Metro-Goldwyn-Mayer, IFC Films, Annapurna Pictures, Roadside Attractions, IFC, Hulu, Warner Bros., HBO Films titles only. United States originated titles only. First released between 2023/01/01 and 2025/10/05 Yes sample."

Audience User Age Bucket,Audience User Gender,Content Details Title,Performance Viewer Count
50-54,male,Shooting Stars,380
45-49,female,Play Dirty,380
35-39,male,The Machine,379
18-24,female,Clock,379
25-29,male,Nickel Boys,378
40-44,female,Amber Alert,377
25-29,female,The Woman in The Yard,376
35-39,male,The Map That Leads to You,375
35-39,female,PAW Patrol: The Mighty Movie,374
35-39,male,Rustin,373
18-24,female,Nightbitch,372
45-49,male,Shooting Stars,372
35-39,male,Ordinary Angels,371
18-24,male,Killer Heat,371
25-29,female,Deep Cover,371
18-24,female,Good Grief,370
50-54,female,House of Spoils,370
50-54,female,Amber Alert,370
25-29,male,Stephen Curry: Underrated,369
30-34,male,Y2K,369
50-54,male,Somebody I Used to Know,368
18-24,female,Flamin' Hot,367
50-54,female,Gunner,367
35-39,female,Amber Alert,367
35-39,male,Sing: Thriller,363
25-29,male,The Killer,362
50-54,female,On a Wing and a Prayer,362
45-49,male,The Legend of Ochi,362
25-29,female,Vacation Friends 2,361
40-44,male,One Fast Move,361
50-54,male,Azrael,360
18-24,male,Last Breath,360
50-54,female,One Battle After Another,360
18-24,male,Good Grief,360
50-54,male,White Bird: A Wonder Story,359
25-29,male,Good Grief,357
25-29,female,Clock,357
25-29,female,About My Father,356
30-34,male,Música,356
35-39,male,Fixed,356
40-44,female,Love Hurts,356
50-54,male,Música,355
35-39,female,Tyler Perry's Divorce in the Black,355
30-34,male,Sing: Thriller,354
25-29,female,Champions,354
35-39,female,Cellar Door,352
40-44,male,House Party,352
50-54,male,Unstoppable,350
40-44,male,Fixed,350
25-29,female,F*** Marry Kill,350
40-44,female,The Miracle Club,349
50-54,female,Queer,349
45-49,male,Amber Alert,349
18-24,male,A Million Miles Away,348
25-29,female,My Spy: The Eternal City,348
35-39,male,"Are You There God? It's Me, Margaret.",348
50-54,male,House Party,347
50-54,female,Flamin' Hot,345
45-49,female,Money Shot: The Pornhub Story,345
35-39,female,Smurfs,344
40-44,female,House of Spoils,344
50-54,female,Dirty Angels,343
40-44,male,Friendship,343
40-44,female,Brothers,342
35-39,male,Smurfs,342
18-24,male,PAW Patrol: The Mighty Movie,342
45-49,male,Book Club: The Next Chapter,341
35-39,female,September 5,340
18-24,male,Rustin,340
25-29,female,Flamin' Hot,339
30-34,female,Nickel Boys,338
18-24,female,Nickel Boys,338
35-39,male,Shooting Stars,338
40-44,male,The Map That Leads to You,338
35-39,male,Azrael,337
40-44,male,The Legend of Ochi,336
35-39,female,Predator: Killer of Killers,336
40-44,female,F*** Marry Kill,336
50-54,male,Good Grief,335
45-49,male,One Fast Move,335
25-29,male,The Alto Knights,335
30-34,female,Harold and the Purple Crayon,334
35-39,male,Clock,333
18-24,female,Deep Cover,333
25-29,male,A Million Miles Away,333
35-39,female,The Killer,332
25-29,male,True Spirit,332
50-54,male,The Woman in The Yard,332
25-29,male,I Am: Celine Dion,331
25-29,male,Nightbitch,331
25-29,male,Saving Bikini Bottom: The Sandy Cheeks Movie,330
35-39,male,Somebody I Used to Know,329
30-34,male,Shadow Force,329
18-24,female,Praise This,329
50-54,female,Nickel Boys,328
25-29,male,Brothers,328
30-34,female,Tyler Perry's Divorce in the Black,327
25-29,female,80 for Brady,327
45-49,male,Fixed,326
45-49,female,House Party,326
50-54,female,Chevalier,323
35-39,female,House of Spoils,323
30-34,male,The Machine,322
25-29,male,Last Breath,322
25-29,male,Sing: Thriller,322
45-49,female,The Alto Knights,322
18-24,male,The Machine,322
30-34,female,This Is Me… Now,322
25-29,male,Fixed,322
25-29,male,Harold and the Purple Crayon,321
40-44,male,80 for Brady,321
18-24,female,September 5,321
40-44,female,Unstoppable,319
45-49,female,Brothers,319
30-34,male,Rustin,318
30-34,female,Amber Alert,317
45-49,female,Chevalier,316
30-34,female,September 5,315
45-49,female,Dirty Angels,315
45-49,male,Somebody I Used to Know,314
18-24,male,House Party,314
45-49,female,F*** Marry Kill,313
25-29,male,Killer Heat,312
35-39,male,Friendship,312
35-39,male,Música,312
18-24,male,Highest 2 Lowest,312
30-34,female,Last Breath,310
50-54,female,Love Hurts,310
50-54,female,A Thousand and One,308
18-24,male,Clock,306
45-49,male,Cellar Door,305
50-54,male,Y2K,304
40-44,male,House of Spoils,303
30-34,male,Play Dirty,302
50-54,male,Cellar Door,302
40-44,male,Gunner,301
30-34,male,Somebody I Used to Know,301
35-39,male,Amber Alert,300
30-34,female,White Bird: A Wonder Story,299
18-24,female,Harold and the Purple Crayon,299
45-49,male,House of Spoils,298
35-39,female,Love Hurts,297
35-39,male,House Party,294
18-24,female,PAW Patrol: The Mighty Movie,293
40-44,male,Cellar Door,293
18-24,male,Shadow Force,290
45-49,female,Azrael,289
45-49,female,On a Wing and a Prayer,289
25-29,male,Highest 2 Lowest,288
30-34,female,Love Hurts,288
30-34,male,Shooting Stars,288
45-49,female,Unstoppable,286
35-39,female,Breathe,285
30-34,male,Friendship,285
18-24,male,Opus,283
45-49,male,White Bird: A Wonder Story,283
30-34,male,Fixed,282
45-49,male,Friendship,281
30-34,female,Rustin,281
40-44,female,On a Wing and a Prayer,279
50-54,female,Predator: Killer of Killers,278
25-29,male,One Fast Move,276
30-34,male,Saving Bikini Bottom: The Sandy Cheeks Movie,276
25-29,male,Shooting Stars,273
18-24,male,Friendship,272
50-54,male,Amber Alert,272
30-34,female,A Million Miles Away,271
35-39,male,Dirty Angels,271
40-44,male,On a Wing and a Prayer,270
35-39,female,Brothers,270
35-39,male,The Legend of Ochi,269
30-34,female,Predator: Killer of Killers,269
45-49,male,Opus,268
30-34,female,Smurfs,267
18-24,male,The Legend of Ochi,266
45-49,male,On a Wing and a Prayer,266
40-44,female,The Alto Knights,265
30-34,male,Breathe,264
35-39,male,Saving Bikini Bottom: The Sandy Cheeks Movie,264
35-39,female,Shadow Force,264
18-24,female,Ordinary Angels,263
35-39,male,80 for Brady,263
18-24,female,80 for Brady,263
50-54,female,Smurfs,262
35-39,male,One Fast Move,261
25-29,female,White Bird: A Wonder Story,259
35-39,male,Cellar Door,259
18-24,male,Sweethearts,258
35-39,female,Chevalier,257
50-54,male,Fixed,256
25-29,male,The Machine,255
25-29,female,Harold and the Purple Crayon,254
50-54,female,Sweethearts,254
25-29,male,Rustin,254
35-39,male,This Is Me… Now,254
50-54,male,The Miracle Club,254
45-49,male,Cassandro,254
25-29,female,Ordinary Angels,253
35-39,female,The Miracle Club,252
35-39,male,Unstoppable,251
25-29,male,Smurfs,249
40-44,female,Chevalier,247
40-44,male,Música,246
40-44,male,Cassandro,246
18-24,male,Somebody I Used to Know,246
25-29,male,Friendship,244
25-29,female,Nickel Boys,243
50-54,male,This Is Me… Now,243
18-24,male,White Bird: A Wonder Story,243
30-34,female,The Killer,242
50-54,female,The Legend of Ochi,242
25-29,female,Saving Bikini Bottom: The Sandy Cheeks Movie,241
40-44,male,Opus,241
40-44,female,A Thousand and One,240
50-54,female,Money Shot: The Pornhub Story,240
45-49,female,Praise This,240
30-34,male,Clock,239
25-29,female,Amber Alert,238
35-39,female,Unstoppable,238
30-34,female,House of Spoils,237
35-39,male,House of Spoils,237
45-49,female,PAW Patrol: The Mighty Movie,237
25-29,female,September 5,237
50-54,male,Jesus Revolution,236
50-54,female,Azrael,236
30-34,female,Y2K,236
25-29,female,Last Breath,236
30-34,male,Azrael,235
45-49,male,This Is Me… Now,234
35-39,female,Highest 2 Lowest,234
45-49,male,The Book of Clarence,233
25-29,male,Clock,232
30-34,female,PAW Patrol: The Mighty Movie,232
30-34,male,Smurfs,232
45-49,female,A Thousand and One,232
50-54,female,Saving Bikini Bottom: The Sandy Cheeks Movie,232
30-34,male,This Is Me… Now,231
30-34,male,House Party,230
40-44,female,Y2K,230
45-49,male,Jesus Revolution,226
18-24,female,Amber Alert,226
40-44,male,White Bird: A Wonder Story,226
40-44,male,This Is Me… Now,225
18-24,female,Last Breath,225
50-54,male,A Thousand and One,225
45-49,female,The Front Room,224
25-29,male,Somebody I Used to Know,224
30-34,male,One Fast Move,224
25-29,female,Smurfs,224
30-34,male,Ordinary Angels,222
40-44,male,Book Club: The Next Chapter,221
30-34,male,PAW Patrol: The Mighty Movie,221
35-39,female,On a Wing and a Prayer,220
40-44,female,Play Dirty,220
50-54,male,Chevalier,219
50-54,female,House Party,219
50-54,male,Friendship,218
30-34,male,Amber Alert,218
25-29,female,Y2K,216
35-39,male,The Book of Clarence,216
45-49,male,Diablo,216
18-24,female,Love Hurts,215
25-29,female,Love Hurts,215
45-49,male,Chevalier,214
40-44,female,Praise This,214
30-34,male,80 for Brady,214
35-39,male,White Bird: A Wonder Story,212
45-49,male,Saving Bikini Bottom: The Sandy Cheeks Movie,211
30-34,female,Cellar Door,211
18-24,male,Play Dirty,211
25-29,female,This Is Me… Now,210
18-24,female,Tyler Perry's Divorce in the Black,210
25-29,female,Tyler Perry's Divorce in the Black,210
25-29,male,Shadow Force,209
18-24,female,Fixed,208
25-29,male,Sweethearts,208
45-49,female,Opus,208
40-44,male,F*** Marry Kill,208
18-24,female,Opus,208
18-24,female,The Killer,207
18-24,female,Predator: Killer of Killers,207
35-39,male,Gunner,207
45-49,female,Y2K,207
50-54,female,Jesus Revolution,207
45-49,male,Sweethearts,206
25-29,female,Praise This,206
18-24,female,This Is Me… Now,206
45-49,female,Saving Bikini Bottom: The Sandy Cheeks Movie,205
40-44,male,Saving Bikini Bottom: The Sandy Cheeks Movie,204
40-44,male,The Book of Clarence,204
18-24,female,Rustin,203
40-44,male,Jesus Revolution,203
40-44,female,Dirty Angels,203
35-39,male,Book Club: The Next Chapter,200
18-24,male,"Sorry, Baby",200
18-24,male,Ordinary Angels,199
45-49,male,Música,199
30-34,male,The Book of Clarence,199
50-54,female,The Machine,198
18-24,male,Azrael,197
40-44,female,Jesus Revolution,197
30-34,male,The Legend of Ochi,197
45-49,female,The Machine,197
50-54,male,Saving Bikini Bottom: The Sandy Cheeks Movie,197
18-24,male,80 for Brady,196
50-54,male,The Book of Clarence,196
30-34,male,Opus,196
40-44,female,The Legend of Ochi,196
50-54,male,PAW Patrol: The Mighty Movie,196
40-44,male,Diablo,195
35-39,female,Y2K,195
35-39,male,On a Wing and a Prayer,194
18-24,male,The Book of Clarence,194
40-44,male,Chevalier,193
35-39,female,Opus,193
35-39,male,Opus,193
45-49,female,Gunner,192
25-29,male,Play Dirty,192
35-39,female,Play Dirty,191
30-34,female,Shadow Force,190
25-29,female,Rustin,190
50-54,male,Utopia,189
30-34,male,Sweethearts,188
30-34,male,White Bird: A Wonder Story,188
30-34,female,Saving Bikini Bottom: The Sandy Cheeks Movie,188
45-49,female,The Book of Clarence,187
45-49,female,Jesus Revolution,187
25-29,male,House Party,185
35-39,male,Sweethearts,185
40-44,female,Opus,185
50-54,female,Longing,184
18-24,female,Jesus Revolution,182
50-54,male,Tyler Perry's Divorce in the Black,182
45-49,male,F*** Marry Kill,181
35-39,female,Saving Bikini Bottom: The Sandy Cheeks Movie,181
30-34,female,Opus,181
25-29,female,The Killer,180
30-34,male,F*** Marry Kill,180
18-24,male,This Is Me… Now,178
40-44,female,House Party,178
25-29,male,Opus,177
50-54,male,Opus,177
40-44,female,Saving Bikini Bottom: The Sandy Cheeks Movie,176
25-29,male,Ordinary Angels,175
25-29,female,Predator: Killer of Killers,175
30-34,female,Praise This,175
18-24,male,Amber Alert,174
35-39,male,F*** Marry Kill,173
25-29,male,The Legend of Ochi,173
18-24,male,HIM,172
40-44,female,Shooting Stars,172
50-54,female,The Front Room,171
50-54,female,The Curse of the Necklace,170
40-44,male,Sweethearts,169
40-44,female,Friendship,169
35-39,female,The Front Room,168
18-24,male,F*** Marry Kill,168
30-34,female,Brothers,168
50-54,male,Diablo,168
50-54,male,F*** Marry Kill,168
35-39,male,Chevalier,167
25-29,female,Opus,166
30-34,male,House of Spoils,166
45-49,female,The Best Christmas Pageant Ever,166
35-39,female,Dirty Angels,166
40-44,male,The Front Room,165
25-29,male,Azrael,164
30-34,male,Dirty Angels,163
30-34,female,The Miracle Club,163
35-39,female,Azrael,163
35-39,female,Friendship,163
40-44,female,Azrael,162
35-39,female,Praise This,162
50-54,male,Latency,162
50-54,male,Depravity,161
45-49,female,Shooting Stars,161
40-44,male,Tyler Perry's Divorce in the Black,161
45-49,male,The Miracle Club,160
18-24,female,"Sorry, Baby",160
50-54,male,Sweethearts,159
25-29,male,This Is Me… Now,159
30-34,female,Unstoppable,159
30-34,female,Chevalier,159
35-39,female,The Alto Knights,158
40-44,male,The Fire Inside,158
18-24,female,A Million Miles Away,158
50-54,male,Problemista,158
40-44,female,The Front Room,158
35-39,female,Fixed,157
25-29,male,80 for Brady,156
25-29,male,White Bird: A Wonder Story,155
35-39,male,Tyler Perry's Divorce in the Black,155
30-34,male,Unstoppable,155
18-24,female,Chevalier,155
50-54,female,PAW Patrol: The Mighty Movie,155
50-54,female,The Supremes at Earl's All-You-Can-Eat,155
18-24,female,Shadow Force,154
40-44,male,A Thousand and One,154
18-24,male,Breathe,154
30-34,female,Azrael,152
25-29,male,The Book of Clarence,152
30-34,male,Book Club: The Next Chapter,151
50-54,male,Cassandro,151
45-49,male,She Rides Shotgun,151
30-34,male,Cellar Door,151
50-54,male,The Ballad of Wallis Island,150
25-29,female,House of Spoils,150
35-39,male,Jesus Revolution,150
25-29,female,A Million Miles Away,150
35-39,male,The Front Room,149
50-54,male,Spin the Bottle,149
40-44,male,Spin the Bottle,149
35-39,male,Cassandro,148
35-39,female,House Party,147
50-54,female,Opus,147
40-44,male,Tuesday,147
30-34,female,Friendship,146
25-29,female,PAW Patrol: The Mighty Movie,146
18-24,male,The Front Room,146
25-29,female,Shadow Force,145
25-29,male,Breathe,144
45-49,male,Tyler Perry's Divorce in the Black,144
45-49,male,The Fire Inside,144
40-44,female,The Machine,144
25-29,male,Amber Alert,143
30-34,male,Chevalier,143
18-24,male,Chevalier,143
18-24,female,House Party,142
25-29,female,Cellar Door,142
25-29,male,F*** Marry Kill,142
30-34,male,Gunner,141
50-54,female,The Inheritance,141
30-34,female,Breathe,141
45-49,female,The Curse of the Necklace,141
35-39,female,A Thousand and One,140
45-49,female,Longing,140
50-54,male,Landscape with Invisible Hand,140
18-24,male,Jesus Revolution,139
45-49,female,Stephen Curry: Underrated,138
50-54,male,Tuesday,138
40-44,female,Stephen Curry: Underrated,137
45-49,male,The Front Room,137
35-39,female,The Machine,137
45-49,male,The Luckiest Man in America,137
25-29,female,Fixed,136
50-54,male,The Fire Inside,136
18-24,female,Shooting Stars,135
40-44,female,Fixed,134
18-24,male,The Smashing Machine,134
35-39,female,Jesus Revolution,134
50-54,female,The Best Christmas Pageant Ever,133
18-24,female,House of Spoils,133
25-29,female,Chevalier,133
50-54,female,Spin the Bottle,133
45-49,male,A Thousand and One,132
30-34,female,Highest 2 Lowest,131
18-24,female,Cellar Door,131
30-34,female,On a Wing and a Prayer,130
45-49,female,Landscape with Invisible Hand,130
30-34,female,The Front Room,130
40-44,female,"Sorry, Baby",130
40-44,female,Depravity,129
35-39,female,The Legend of Ochi,129
45-49,male,The Best Christmas Pageant Ever,128
18-24,male,Praise This,128
40-44,male,The Inheritance,127
18-24,male,Dirty Angels,127
45-49,male,Depravity,127
50-54,female,Stephen Curry: Underrated,127
30-34,male,The Front Room,127
45-49,male,Utopia,126
25-29,female,Jesus Revolution,126
40-44,male,The Best Christmas Pageant Ever,126
35-39,female,Shooting Stars,126
45-49,female,Tuesday,124
18-24,male,Problemista,124
25-29,male,Jesus Revolution,124
30-34,female,Fixed,123
45-49,female,The Inheritance,123
50-54,female,Y2K,122
18-24,female,The Legend of Ochi,122
30-34,female,Jesus Revolution,121
18-24,male,Book Club: The Next Chapter,121
18-24,female,A Thousand and One,121
35-39,male,A Thousand and One,120
25-29,male,Book Club: The Next Chapter,120
30-34,male,Jesus Revolution,119
30-34,female,The Legend of Ochi,119
40-44,male,Landscape with Invisible Hand,119
45-49,female,"Sorry, Baby",118
30-34,female,"Sorry, Baby",118
50-54,female,Shooting Stars,118
35-39,female,"Sorry, Baby",118
45-49,female,Fixed,118
25-29,male,Chevalier,118
45-49,female,Friendship,117
50-54,female,Fixed,117
25-29,male,"Sorry, Baby",117
18-24,male,Gunner,116
45-49,female,The Legend of Ochi,116
25-29,female,"Sorry, Baby",115
40-44,male,Depravity,115
35-39,male,"Sorry, Baby",115
30-34,male,Tyler Perry's Divorce in the Black,114
40-44,female,Gunner,114
30-34,female,A Thousand and One,113
35-39,male,Diablo,112
30-34,male,Problemista,112
40-44,female,The Best Christmas Pageant Ever,112
40-44,female,The Supremes at Earl's All-You-Can-Eat,112
25-29,male,Dirty Angels,111
50-54,male,The Front Room,110
50-54,male,The Best Christmas Pageant Ever,110
50-54,female,Millers in Marriage,110
18-24,female,Unstoppable,110
30-34,female,The Book of Clarence,109
40-44,male,"Sorry, Baby",109
35-39,male,Problemista,109
18-24,male,Unstoppable,108
25-29,male,House of Spoils,107
40-44,male,The Luckiest Man in America,107
25-29,female,House Party,107
18-24,male,Cellar Door,107
25-29,female,Brothers,106
30-34,male,On a Wing and a Prayer,106
35-39,female,Spin the Bottle,106
35-39,female,The Best Christmas Pageant Ever,106
30-34,female,The Alto Knights,105
18-24,female,The Miracle Club,105
25-29,female,The Miracle Club,105
25-29,male,PAW Patrol: The Mighty Movie,105
40-44,female,Cassandro,104
30-34,female,House Party,104
40-44,male,The Miracle Club,104
25-29,male,HIM,103
40-44,male,Problemista,103
18-24,male,House of Spoils,103
50-54,female,Problemista,103
30-34,male,"Sorry, Baby",102
18-24,female,Breathe,101
30-34,female,The Machine,101
45-49,female,The Ballad of Wallis Island,101
30-34,female,Shooting Stars,100
18-24,male,A Thousand and One,100
45-49,male,Spin the Bottle,99
45-49,male,Landscape with Invisible Hand,99
40-44,male,She Rides Shotgun,99
40-44,female,The Curse of the Necklace,99
45-49,male,Tuesday,99
50-54,female,Landscape with Invisible Hand,99
40-44,male,Latency,99
45-49,female,The Supremes at Earl's All-You-Can-Eat,99
45-49,female,Cassandro,99
18-24,female,Brothers,98
50-54,male,Gunslingers,98
40-44,female,Landscape with Invisible Hand,98
50-54,male,The Luckiest Man in America,98
40-44,female,The Ballad of Wallis Island,97
18-24,female,Friendship,97
25-29,male,Unstoppable,96
25-29,female,Friendship,96
50-54,male,She Rides Shotgun,96
30-34,female,Dirty Angels,96
30-34,male,A Thousand and One,95
50-54,female,Depravity,95
25-29,male,The Front Room,95
50-54,female,Utopia,95
25-29,male,Problemista,94
35-39,female,The Book of Clarence,94
45-49,male,"Sorry, Baby",94
18-24,female,Stephen Curry: Underrated,94
45-49,male,The Inheritance,93
45-49,male,The Ballad of Wallis Island,93
30-34,female,Play Dirty,93
18-24,female,Azrael,93
25-29,female,Unstoppable,92
18-24,female,On a Wing and a Prayer,92
25-29,female,A Thousand and One,92
50-54,male,Longing,92
40-44,female,Tuesday,91
18-24,female,The Front Room,91
18-24,female,HIM,91
35-39,female,The Inheritance,91
35-39,male,The Luckiest Man in America,90
25-29,female,Shooting Stars,90
45-49,female,Depravity,90
18-24,male,Landscape with Invisible Hand,90
40-44,male,Dicks: The Musical,89
50-54,female,Praise This,89
45-49,female,Spin the Bottle,89
35-39,female,Stephen Curry: Underrated,89
35-39,male,The Miracle Club,88
18-24,female,The Alto Knights,87
40-44,male,The Curse of the Necklace,87
18-24,female,The Inheritance,86
50-54,female,The Book of Clarence,86
18-24,female,Megan Thee Stallion: In Her Words,86
25-29,male,Gunner,86
50-54,male,Praise This,86
25-29,female,On a Wing and a Prayer,85
35-39,male,The Fire Inside,85
40-44,female,The Book of Clarence,85
30-34,female,Stephen Curry: Underrated,85
25-29,female,Azrael,85
18-24,female,Dirty Angels,85
45-49,male,Latency,84
25-29,female,The Front Room,83
25-29,male,A Thousand and One,83
35-39,male,She Rides Shotgun,83
25-29,male,Cellar Door,83
35-39,male,Spin the Bottle,82
40-44,male,The Ballad of Wallis Island,82
35-39,female,Gunner,82
35-39,female,The Supremes at Earl's All-You-Can-Eat,82
40-44,female,The Inheritance,82
45-49,male,Problemista,81
25-29,female,Breathe,81
35-39,male,Dicks: The Musical,81
30-34,male,Cassandro,80
35-39,male,Tuesday,80
50-54,male,Clear Cut,80
40-44,female,Spin the Bottle,80
35-39,male,The Best Christmas Pageant Ever,80
35-39,female,Cassandro,80
50-54,female,Friendship,80
30-34,male,Spin the Bottle,80
30-34,male,Diablo,79
25-29,female,The Alto Knights,79
35-39,female,Depravity,79
35-39,male,Depravity,79
30-34,male,HIM,79
25-29,female,The Legend of Ochi,79
45-49,female,The Fire Inside,79
25-29,female,Stephen Curry: Underrated,79
18-24,male,Cassandro,78
50-54,female,F*** Marry Kill,78
35-39,male,The Inheritance,78
18-24,female,The Book of Clarence,78
25-29,female,The Machine,78
50-54,female,Tuesday,77
18-24,male,Tyler Perry's Divorce in the Black,77
40-44,male,Utopia,77
45-49,female,Inheritance,76
30-34,male,Dicks: The Musical,76
45-49,female,The Luckiest Man in America,76
30-34,male,The Miracle Club,75
25-29,male,Tyler Perry's Divorce in the Black,75
40-44,male,Inheritance,75
40-44,female,Problemista,75
30-34,male,The Fire Inside,74
25-29,male,Praise This,74
25-29,female,Highest 2 Lowest,74
18-24,male,On a Wing and a Prayer,74
50-54,male,The Inheritance,74
30-34,male,The Best Christmas Pageant Ever,74
18-24,female,Highest 2 Lowest,74
50-54,female,The Ballad of Wallis Island,74
25-29,male,On a Wing and a Prayer,73
30-34,female,The Inheritance,73
30-34,female,The Best Christmas Pageant Ever,72
45-49,male,Wick Is Pain,72
25-29,male,Dicks: The Musical,72
35-39,male,Landscape with Invisible Hand,72
40-44,male,Wick Is Pain,72
50-54,male,The Duel,71
35-39,male,The Smashing Machine,71
30-34,male,Tuesday,71
45-49,female,Millers in Marriage,70
40-44,female,The Fire Inside,70
45-49,female,She Rides Shotgun,69
18-24,female,Problemista,68
18-24,male,Spin the Bottle,68
35-39,male,Praise This,67
25-29,male,Cassandro,67
25-29,female,The Inheritance,67
30-34,male,Landscape with Invisible Hand,67
40-44,male,HIM,67
45-49,male,Gunslingers,66
50-54,female,"Sorry, Baby",66
40-44,male,Praise This,66
25-29,female,Dirty Angels,66
25-29,male,The Smashing Machine,65
45-49,male,The Curse of the Necklace,64
30-34,female,Spin the Bottle,64
18-24,male,The Fire Inside,64
30-34,female,Problemista,64
25-29,female,The Book of Clarence,64
50-54,male,Wick Is Pain,64
18-24,male,The Miracle Club,63
18-24,female,The Machine,63
18-24,female,Spin the Bottle,63
35-39,female,The Curse of the Necklace,63
18-24,female,Play Dirty,62
30-34,male,Praise This,62
35-39,female,Problemista,62
25-29,female,The Best Christmas Pageant Ever,61
30-34,male,The Smashing Machine,61
35-39,male,HIM,61
30-34,male,The Luckiest Man in America,61
45-49,male,Longing,60
45-49,male,Inheritance,60
35-39,male,Latency,60
35-39,female,The Fire Inside,60
25-29,female,Problemista,60
18-24,female,The Best Christmas Pageant Ever,60
18-24,male,Dicks: The Musical,60
25-29,female,Play Dirty,59
40-44,male,The Abandon,59
35-39,male,The Ballad of Wallis Island,59
18-24,male,Megan Thee Stallion: In Her Words,59
45-49,male,HIM,59
35-39,female,Landscape with Invisible Hand,58
40-44,male,Gunslingers,58
18-24,male,Tuesday,58
25-29,female,HIM,58
45-49,male,Salvable,58
50-54,male,Inheritance,58
25-29,male,Landscape with Invisible Hand,57
45-49,female,Problemista,57
30-34,male,The Inheritance,57
30-34,female,The Supremes at Earl's All-You-Can-Eat,57
50-54,male,Everything's Going to Be Great,56
25-29,male,The Miracle Club,55
30-34,male,She Rides Shotgun,55
30-34,male,The Ballad of Wallis Island,53
45-49,female,Latency,53
30-34,female,Depravity,53
35-39,female,Tuesday,53
35-39,female,Dicks: The Musical,53
50-54,male,Millers in Marriage,52
25-29,female,Megan Thee Stallion: In Her Words,52
45-49,female,Bloat,52
45-49,female,Gunslingers,51
45-49,male,Praise This,51
45-49,male,Dicks: The Musical,51
30-34,female,The Fire Inside,51
18-24,male,The Inheritance,51
50-54,female,Bloat,51
18-24,male,Latency,50
35-39,female,Longing,50
18-24,male,The Best Christmas Pageant Ever,50
40-44,female,Dicks: The Musical,50
50-54,female,Diablo,50
40-44,male,The Smashing Machine,49
35-39,male,Salvable,49
30-34,female,The Curse of the Necklace,49
50-54,female,We Lost Our Human,49
30-34,female,Landscape with Invisible Hand,49
18-24,female,Dicks: The Musical,48
35-39,male,Wick Is Pain,48
50-54,male,The Smashing Machine,48
45-49,female,Diablo,48
50-54,male,The Cut,48
25-29,male,Diablo,48
30-34,female,Gunner,48
50-54,male,The Abandon,47
18-24,male,Diablo,47
25-29,male,The Best Christmas Pageant Ever,47
35-39,female,The Ballad of Wallis Island,47
45-49,female,Utopia,47
25-29,male,The Ballad of Wallis Island,47
40-44,female,Longing,46
30-34,male,Latency,46
50-54,male,Janet Planet,46
50-54,female,The Luckiest Man in America,46
25-29,male,Tuesday,45
25-29,male,Spin the Bottle,45
40-44,female,The Luckiest Man in America,45
40-44,female,Diablo,45
30-34,female,Cassandro,45
18-24,male,She Rides Shotgun,45
50-54,female,Latency,44
30-34,female,The Ballad of Wallis Island,44
50-54,female,Clear Cut,44
30-34,female,Megan Thee Stallion: In Her Words,44
35-39,male,Inheritance,44
30-34,female,HIM,44
18-24,male,The Ballad of Wallis Island,43
35-39,male,Utopia,43
25-29,female,Spin the Bottle,43
40-44,female,Inheritance,43
40-44,male,Running on Empty,43
35-39,male,The Curse of the Necklace,43
25-29,male,The Luckiest Man in America,42
30-34,male,Depravity,42
35-39,female,The Luckiest Man in America,41
50-54,male,"Sorry, Baby",41
50-54,female,Gunslingers,41
40-44,male,Salvable,40
30-34,female,Dicks: The Musical,39
25-29,male,The Fire Inside,39
45-49,male,Bloat,39
40-44,male,Bloat,38
25-29,male,She Rides Shotgun,38
40-44,male,The Supremes at Earl's All-You-Can-Eat,38
30-34,female,Tuesday,38
50-54,female,The Abandon,38
45-49,female,The Abandon,37
25-29,female,Gunner,37
25-29,male,The Inheritance,37
18-24,female,The Smashing Machine,37
35-39,female,HIM,37
40-44,male,Janet Planet,37
18-24,female,Landscape with Invisible Hand,37
25-29,female,Landscape with Invisible Hand,37
50-54,male,All Dirt Roads Taste of Salt,37
18-24,male,Kids Are Growing Up: A Story About a Kid Named LAROI,37
18-24,female,The Fire Inside,37
45-49,female,Megan Thee Stallion: In Her Words,37
45-49,male,This is the Tom Green Documentary,36
18-24,female,Gunner,36
35-39,female,Inheritance,36
45-49,female,We Lost Our Human,36
40-44,male,Everything's Going to Be Great,36
45-49,male,The Smashing Machine,36
45-49,male,The Supremes at Earl's All-You-Can-Eat,36
35-39,male,The Abandon,36
25-29,female,The Supremes at Earl's All-You-Can-Eat,36
45-49,male,Janet Planet,36
18-24,female,The Supremes at Earl's All-You-Can-Eat,36
30-34,male,The Curse of the Necklace,35
18-24,female,The Curse of the Necklace,35
50-54,male,The Curse of the Necklace,35
40-44,male,Clear Cut,35
40-44,female,Janet Planet,35
50-54,male,Dicks: The Musical,35
25-29,female,The Fire Inside,35
40-44,female,Utopia,35
40-44,female,She Rides Shotgun,35
18-24,male,The Luckiest Man in America,34
30-34,male,Wick Is Pain,34
45-49,female,Clear Cut,34
18-24,male,The Curse of the Necklace,34
